,well_id_1,day_1,median_pixel_intensity_1,mw_area_shape_1,original_hyst1_area_1,original_hyst2_area_1,image_name_1,well_label,hyst1_area_1,hyst2_area_1,well_id_13,day_13,median_pixel_intensity_13,mw_area_shape_13,original_hyst1_area_13,original_hyst2_area_13,image_name_13,hyst1_area_13,hyst2_area_13
613,2204,1,125.0,8835,17,0,well2204_day01_well.png,2204,0.015848742554332343,0.0,2204,13,127.0,11024,100,0,well2204_day13_well.png,0.09322789737842554,0.0
614,2202,1,127.0,8930,34,0,well2202_day01_well.png,2202,0.031697485108664686,0.0,2202,13,129.0,9858,183,0,well2202_day13_well.png,0.17060705220251873,0.0
615,2930,1,118.0,8460,6,0,well2930_day01_well.png,2930,0.0055936738427055325,0.0,2930,13,128.0,8550,400,0,well2930_day13_well.png,0.3729115895137022,0.0
616,503,1,141.0,7395,28,0,well0503_day01_well.png,0503,0.02610381126595915,0.0,503,13,149.0,9373,1021,958,well0503_day13_well.png,0.9518568322337247,0.7533222001121926
617,2419,1,122.0,7826,527,478,well2419_day01_well.png,2419,0.4913110191843026,0.46968329365455536,2419,13,132.0,8463,862,776,well2419_day13_well.png,0.8036244754020282,0.6102067090679139
618,2615,1,121.0,8091,17,0,well2615_day01_well.png,2615,0.015848742554332343,0.0,2615,13,129.0,8736,130,0,well2615_day13_well.png,0.1211962665919532,0.0
619,4694,1,117.0,8010,42,0,well4694_day01_well.png,4694,0.03915571689893873,0.0,4694,13,127.0,8372,47,0,well4694_day13_well.png,0.043817111767860004,0.0
620,1664,1,135.0,7055,70,0,well1664_day01_well.png,1664,0.06525952816489787,0.0,1664,13,134.0,8400,834,519,well1664_day13_well.png,0.777520664136069,0.408115054131762
621,3982,1,119.0,8099,50,0,well3982_day01_well.png,3982,0.04661394868921277,0.0,3982,13,129.0,8832,800,286,well3982_day13_well.png,0.7458231790274044,0.2248957716410095
622,210,1,149.0,8008,108,0,well0210_day01_well.png,0210,0.10068612916869958,0.0,210,13,142.0,7830,224,0,well0210_day13_well.png,0.2088304901276732,0.0
623,3781,1,121.0,7921,14,0,well3781_day01_well.png,3781,0.013051905632979576,0.0,3781,13,131.0,8645,47,0,well3781_day13_well.png,0.043817111767860004,0.0
624,4448,1,117.0,7832,15,0,well4448_day01_well.png,4448,0.01398418460676383,0.0,4448,13,125.0,9919,1011,862,well4448_day13_well.png,0.9425340424958822,0.6778327103305951
625,3964,1,120.0,8645,13,0,well3964_day01_well.png,3964,0.01211962665919532,0.0,3964,13,130.0,8463,257,209,well3964_day13_well.png,0.23959569626255364,0.1643469100453531
626,228,1,149.0,9064,174,0,well0228_day01_well.png,0228,0.16221654143846043,0.0,228,13,148.0,8099,416,235,well0228_day13_well.png,0.3878280530942502,0.18479198019453577
627,1930,1,125.0,8455,53,0,well1930_day01_well.png,1930,0.049410785610565534,0.0,1930,13,131.0,14319,3010,2379,well1930_day13_well.png,2.8061597110906087,1.8707239186502154
628,513,1,143.0,7826,55,0,well0513_day01_well.png,0513,0.05127534355813405,0.0,513,13,141.0,7740,204,0,well0513_day13_well.png,0.1901849106519881,0.0
629,1970,1,126.0,8640,45,0,well1970_day01_well.png,1970,0.04195255382029149,0.0,1970,13,132.0,6804,26,0,well1970_day13_well.png,0.02423925331839064,0.0
630,687,1,142.0,7395,48,0,well0687_day01_well.png,0687,0.04474939074164426,0.0,687,13,151.0,8280,414,328,well0687_day13_well.png,0.3859634951466817,0.25792242342045846
631,4434,1,116.0,8640,892,610,well4434_day01_well.png,4434,0.8315928446155558,0.5993866299775706,4434,13,127.0,8740,2053,1802,well4434_day13_well.png,1.9139687331790762,1.4170006311087382
632,1761,1,140.0,7476,64,0,well1761_day01_well.png,1761,0.059665854322192347,0.0,1761,13,135.0,7395,682,452,well1761_day13_well.png,0.6358142601208622,0.355429681055022
633,3572,1,117.0,8190,3,0,well3572_day01_well.png,3572,0.0027968369213527662,0.0,3572,13,127.0,8280,30,0,well3572_day13_well.png,0.02796836921352766,0.0
634,1416,1,120.0,9180,627,532,well1416_day01_well.png,1416,0.5845389165627282,0.5227437494230617,1416,13,128.0,8554,260,109,well1416_day13_well.png,0.2423925331839064,0.08571202485618894
635,222,1,146.0,7830,77,0,well0222_day01_well.png,0222,0.07178548098138766,0.0,222,13,149.0,8096,132,0,well0222_day13_well.png,0.12306082453952172,0.0
636,625,1,141.0,8550,313,43,well0625_day01_well.png,0625,0.2918033187944719,0.04225184440825498,625,13,152.0,8188,1290,1018,well0625_day13_well.png,1.2026398761816894,0.8005031312256912
637,3912,1,84.0,9702,215,0,well3912_day01_well.png,3912,0.2004399793636149,0.0,3912,13,121.0,8648,591,219,well3912_day13_well.png,0.5509768735064949,0.1722103985642695
638,1614,1,125.0,8099,817,732,well1614_day01_well.png,1614,0.7616719215817367,0.7192639559730848,1614,13,133.0,6640,258,146,well1614_day13_well.png,0.2405279752363379,0.11480693237617967
639,4717,1,118.0,8464,72,0,well4717_day01_well.png,4717,0.06712408611246638,0.0,4717,13,127.0,8280,330,0,well4717_day13_well.png,0.3076520613488043,0.0
640,3347,1,118.0,9464,44,0,well3347_day01_well.png,3347,0.041020274846507235,0.0,3347,13,129.0,8372,59,0,well3347_day13_well.png,0.055004459453271065,0.0
641,1585,1,136.0,6966,144,0,well1585_day01_well.png,1585,0.13424817222493277,0.0,1585,13,137.0,7304,780,671,well1585_day13_well.png,0.7271775995517192,0.5276400796192915
642,4150,1,117.0,7568,4,0,well4150_day01_well.png,4150,0.0037291158951370217,0.0,4150,13,127.0,8010,16,0,well4150_day13_well.png,0.014916463580548087,0.0
643,3729,1,121.0,8008,23,0,well3729_day01_well.png,3729,0.021442416397037874,0.0,3729,13,130.0,8633,305,93,well3729_day13_well.png,0.2843450870041979,0.07313044322592267
644,2310,1,119.0,9476,37,0,well2310_day01_well.png,2310,0.03449432203001745,0.0,2310,13,128.0,9506,137,0,well2310_day13_well.png,0.127722219408443,0.0
645,759,1,136.0,8652,1504,1105,well0759_day01_well.png,0759,1.4021475765715201,1.085774141188878,759,13,135.0,7138,2843,2705,well0759_day13_well.png,2.650469122468638,2.1270736443668907
646,3655,1,116.0,7743,24,0,well3655_day01_well.png,3655,0.02237469537082213,0.0,3655,13,126.0,8463,1033,717,well3655_day13_well.png,0.9630441799191358,0.563812126806307
647,796,1,138.0,7221,542,447,well0796_day01_well.png,0796,0.5052952037910664,0.4392226616393018,796,13,139.0,7392,159,0,well0796_day13_well.png,0.1482323568316966,0.0
648,439,1,141.0,7568,53,0,well0439_day01_well.png,0439,0.049410785610565534,0.0,439,13,135.0,6970,92,0,well0439_day13_well.png,0.0857696655881515,0.0
649,4331,1,117.0,7650,4,0,well4331_day01_well.png,4331,0.0037291158951370217,0.0,4331,13,128.0,8544,328,0,well4331_day13_well.png,0.3057875034012358,0.0
650,3945,1,120.0,8722,18,0,well3945_day01_well.png,3945,0.016781021528116596,0.0,3945,13,130.0,8832,39,0,well3945_day13_well.png,0.03635887997758596,0.0
651,4415,1,117.0,8096,154,0,well4415_day01_well.png,4415,0.14357096196277533,0.0,4415,13,127.0,8245,468,44,well4415_day13_well.png,0.4363065597310315,0.034599349483232233
652,2500,1,117.0,8989,166,0,well2500_day01_well.png,2500,0.1547583096481864,0.0,2500,13,130.0,8460,1178,978,well2500_day13_well.png,1.098224631117853,0.7690491771500255
653,3376,1,117.0,7820,4,0,well3376_day01_well.png,3376,0.0037291158951370217,0.0,3376,13,127.0,8455,56,0,well3376_day13_well.png,0.0522076225319183,0.0
654,58,1,142.0,7656,35,0,well0058_day01_well.png,0058,0.032629764082448935,0.0,58,13,138.0,7224,501,297,well0058_day13_well.png,0.4670717658659119,0.23354560901181756
655,2001,1,134.0,6885,751,661,well2001_day01_well.png,2001,0.7001415093119758,0.6494992826478265,2001,13,132.0,6972,223,93,well2001_day13_well.png,0.20789821115388896,0.07313044322592267
656,101,1,144.0,7569,306,122,well0101_day01_well.png,0101,0.28527736597798214,0.11987732599551414,101,13,150.0,9240,461,0,well0101_day13_well.png,0.42978060691454173,0.0
657,148,1,151.0,7743,68,0,well0148_day01_well.png,0148,0.06339497021732937,0.0,148,13,145.0,7654,35,0,well0148_day13_well.png,0.032629764082448935,0.0
658,3101,1,115.0,7920,28,0,well3101_day01_well.png,3101,0.02610381126595915,0.0,3101,13,130.0,9996,4342,3583,well3101_day13_well.png,4.047955304171237,2.817487936327752
659,4637,1,117.0,9700,635,685,well4637_day01_well.png,4637,0.5919971483530022,0.6730817074338293,4637,13,127.0,8835,1629,1575,well4637_day13_well.png,1.518682448294552,1.2384994417293356
660,1105,1,134.0,7120,152,0,well1105_day01_well.png,1105,0.14170640401520682,0.0,1105,13,132.0,6642,293,165,well1105_day13_well.png,0.27315773931878684,0.12974756056212086
661,3824,1,121.0,8536,1,0,well3824_day01_well.png,3824,0.0009322789737842554,0.0,3824,13,131.0,8550,371,338,well3824_day13_well.png,0.3458754992739588,0.26578591193937484
662,1903,1,136.0,7743,141,0,well1903_day01_well.png,1903,0.13145133530358,0.0,1903,13,132.0,6241,185,0,well1903_day13_well.png,0.17247161015008725,0.0
663,1203,1,133.0,6561,163,129,well1203_day01_well.png,1203,0.15196147272683364,0.12675553322476493,1203,13,136.0,6970,273,0,well1203_day13_well.png,0.2545121598431017,0.0
664,2177,1,117.0,9500,108,0,well2177_day01_well.png,2177,0.10068612916869958,0.0,2177,13,129.0,8372,19,0,well2177_day13_well.png,0.017713300501900852,0.0
665,2207,1,123.0,8556,40,0,well2207_day01_well.png,2207,0.03729115895137022,0.0,2207,13,128.0,8740,56,0,well2207_day13_well.png,0.0522076225319183,0.0
666,2058,1,117.0,8096,12,0,well2058_day01_well.png,2058,0.011187347685411065,0.0,2058,13,129.0,9660,147,0,well2058_day13_well.png,0.13704500914628553,0.0
667,2317,1,117.0,9555,1,0,well2317_day01_well.png,2317,0.0009322789737842554,0.0,2317,13,128.0,8648,4,0,well2317_day13_well.png,0.0037291158951370217,0.0
668,2784,1,121.0,7820,117,0,well2784_day01_well.png,2784,0.10907663993275787,0.0,2784,13,131.0,8188,339,170,well2784_day13_well.png,0.3160425721128626,0.13367930482157908
669,1638,1,119.0,9494,491,65,well1638_day01_well.png,1638,0.4577489761280694,0.06386906712875753,1638,13,128.0,8448,821,284,well1638_day13_well.png,0.7654010374768737,0.22332307393722622
670,2923,1,118.0,8281,134,0,well2923_day01_well.png,2923,0.12492538248709022,0.0,2923,13,132.0,6806,297,0,well2923_day13_well.png,0.27688685521392387,0.0
671,760,1,137.0,7395,1880,1769,well0760_day01_well.png,0760,1.7526844707144,1.7382212269349548,760,13,143.0,7920,1476,1054,well0760_day13_well.png,1.376043765305561,0.8288116898937903
672,2281,1,124.0,8190,129,0,well2281_day01_well.png,2281,0.12026398761816895,0.0,2281,13,128.0,8460,208,0,well2281_day13_well.png,0.1939140265471251,0.0
673,812,1,139.0,7392,83,0,well0812_day01_well.png,0812,0.0773791548240932,0.0,812,13,139.0,7480,166,0,well0812_day13_well.png,0.1547583096481864,0.0
674,2531,1,121.0,7743,38,0,well2531_day01_well.png,2531,0.035426601003801704,0.0,2531,13,132.0,8554,608,418,well2531_day13_well.png,0.5668256160608273,0.3286938200907062
675,4197,1,117.0,7743,90,0,well4197_day01_well.png,4197,0.08390510764058298,0.0,4197,13,129.0,8100,143,0,well4197_day13_well.png,0.1333158932511485,0.0
676,1881,1,137.0,7569,28,0,well1881_day01_well.png,1881,0.02610381126595915,0.0,1881,13,133.0,6970,92,0,well1881_day13_well.png,0.0857696655881515,0.0
677,3826,1,120.0,9120,91,0,well3826_day01_well.png,3826,0.08483738661436724,0.0,3826,13,130.0,8178,516,34,well3826_day13_well.png,0.4810559504726758,0.026735860964315815
678,4669,1,117.0,8280,3,0,well4669_day01_well.png,4669,0.0027968369213527662,0.0,4669,13,123.0,13455,4951,4711,well4669_day13_well.png,4.615713199205849,3.7044894412615235
679,2220,1,127.0,8372,103,0,well2220_day01_well.png,2220,0.0960247342997783,0.0,2220,13,128.0,8448,121,0,well2220_day13_well.png,0.1128057558278949,0.0
680,319,1,141.0,7569,13,0,well0319_day01_well.png,0319,0.01211962665919532,0.0,319,13,135.0,9312,3482,3124,well0319_day13_well.png,3.2461953867167774,2.456553813309488
681,4286,1,117.0,7830,14,0,well4286_day01_well.png,4286,0.013051905632979576,0.0,4286,13,128.0,8460,39,0,well4286_day13_well.png,0.03635887997758596,0.0
682,620,1,140.0,7221,1054,814,well0620_day01_well.png,0620,0.9826220383686052,0.7998372406585943,620,13,147.0,8008,4501,3804,well0620_day13_well.png,4.196187661002933,2.9912710325958045
683,4636,1,117.0,9476,474,398,well4636_day01_well.png,4636,0.44190023357373703,0.3910752110345461,4636,13,126.0,8832,2262,2204,well4636_day13_well.png,2.1088150386999858,1.7331128695691782
684,907,1,137.0,7224,17,0,well0907_day01_well.png,0907,0.015848742554332343,0.0,907,13,137.0,14500,3878,3300,well0907_day13_well.png,3.6153778603353426,2.5949512112424173
685,2885,1,120.0,8277,57,0,well2885_day01_well.png,2885,0.05313990150570256,0.0,2885,13,132.0,8096,301,200,well2885_day13_well.png,0.2806159711090609,0.15726977037832832
686,4207,1,117.0,8008,10,0,well4207_day01_well.png,4207,0.009322789737842554,0.0,4207,13,128.0,9595,629,534,well4207_day13_well.png,0.5864034745102966,0.4199102869101366
687,1278,1,117.0,7830,71,0,well1278_day01_well.png,1278,0.06619180713868213,0.0,1278,13,130.0,5920,18,0,well1278_day13_well.png,0.016781021528116596,0.0
688,1398,1,116.0,8008,8,0,well1398_day01_well.png,1398,0.007458231790274043,0.0,1398,13,128.0,8455,348,0,well1398_day13_well.png,0.32443308287692085,0.0
689,3151,1,118.0,7920,6,0,well3151_day01_well.png,3151,0.0055936738427055325,0.0,3151,13,128.0,8554,88,0,well3151_day13_well.png,0.08204054969301447,0.0
690,612,1,143.0,7656,18,0,well0612_day01_well.png,0612,0.016781021528116596,0.0,612,13,147.0,7912,114,0,well0612_day13_well.png,0.10627980301140512,0.0
691,3815,1,122.0,8280,13,0,well3815_day01_well.png,3815,0.01211962665919532,0.0,3815,13,130.0,8554,225,124,well3815_day13_well.png,0.20976276910145747,0.09750725763456355
692,105,1,148.0,7832,146,0,well0105_day01_well.png,0105,0.13611273017250128,0.0,105,13,143.0,10302,1293,922,well0105_day13_well.png,1.2054367131030421,0.7250136414440935
693,3481,1,115.0,7830,7,0,well3481_day01_well.png,3481,0.006525952816489788,0.0,3481,13,127.0,8740,179,0,well3481_day13_well.png,0.1668779363073817,0.0
694,4574,1,117.0,7917,3,0,well4574_day01_well.png,4574,0.0027968369213527662,0.0,4574,13,127.0,8989,1022,671,well4574_day13_well.png,0.952789111207509,0.5276400796192915
695,3534,1,117.0,8554,6,0,well3534_day01_well.png,3534,0.0055936738427055325,0.0,3534,13,124.0,8455,72,0,well3534_day13_well.png,0.06712408611246638,0.0
696,797,1,138.0,7308,153,0,well0797_day01_well.png,0797,0.14263868298899107,0.0,797,13,139.0,7387,191,76,well0797_day13_well.png,0.17806528399279278,0.05976251274376476
697,3671,1,120.0,7917,28,0,well3671_day01_well.png,3671,0.02610381126595915,0.0,3671,13,130.0,8645,34,0,well3671_day13_well.png,0.031697485108664686,0.0
698,4367,1,117.0,8099,6,0,well4367_day01_well.png,4367,0.0055936738427055325,0.0,4367,13,127.0,8370,14,0,well4367_day13_well.png,0.013051905632979576,0.0
699,2402,1,120.0,8096,78,0,well2402_day01_well.png,2402,0.07271775995517192,0.0,2402,13,134.0,6889,214,0,well2402_day13_well.png,0.19950770038983065,0.0
700,4787,1,117.0,9393,542,530,well4787_day01_well.png,4787,0.5052952037910664,0.5207785473575613,4787,13,125.0,8554,848,611,well4787_day13_well.png,0.7905725697690485,0.480459148505793
701,2494,1,120.0,5467,1533,1502,well2494_day01_well.png,2494,1.4291836668112634,1.475866751190674,2494,13,131.0,4032,902,880,well2494_day13_well.png,0.8409156343533983,0.6919869896646447
702,3437,1,118.0,8096,741,700,well3437_day01_well.png,3437,0.6908187195741332,0.6878207229250811,3437,13,127.0,8366,2220,1585,well3437_day13_well.png,2.069659321801047,1.246362930248252
703,540,1,141.0,7055,81,0,well0540_day01_well.png,0540,0.07551459687652469,0.0,540,13,152.0,8004,141,0,well0540_day13_well.png,0.13145133530358,0.0
704,3888,1,121.0,7917,85,0,well3888_day01_well.png,3888,0.07924371277166171,0.0,3888,13,129.0,8372,62,0,well3888_day13_well.png,0.057801296374623834,0.0
705,1234,1,120.0,8099,728,368,well1234_day01_well.png,1234,0.6786990929149379,0.3615971800520426,1234,13,134.0,6804,40,0,well1234_day13_well.png,0.03729115895137022,0.0
706,283,1,146.0,7482,60,0,well0283_day01_well.png,0283,0.05593673842705532,0.0,283,13,151.0,7917,446,290,well0283_day13_well.png,0.4157964223077779,0.22804116704857608
707,3714,1,118.0,7826,0,0,well3714_day01_well.png,3714,0.0,0.0,3714,13,126.0,9900,5427,5161,well3714_day13_well.png,5.059477990727154,4.058346424612762
708,3971,1,77.0,9400,1080,883,well3971_day01_well.png,3971,1.006861291686996,0.8676367119183523,3971,13,120.0,9568,1196,1046,well3971_day13_well.png,1.1150056526459695,0.8225208990786571
709,3331,1,117.0,8099,530,411,well3331_day01_well.png,3331,0.49410785610565533,0.40384902446029763,3331,13,127.0,8455,133,0,well3331_day13_well.png,0.12399310351330596,0.0
710,1619,1,118.0,8277,153,0,well1619_day01_well.png,1619,0.14263868298899107,0.0,1619,13,131.0,8556,630,279,well1619_day13_well.png,0.5873357534840808,0.219391329677768
711,4144,1,117.0,7743,3,0,well4144_day01_well.png,4144,0.0027968369213527662,0.0,4144,13,129.0,8170,28,0,well4144_day13_well.png,0.02610381126595915,0.0
712,2410,1,120.0,10098,216,169,well2410_day01_well.png,2410,0.20137225833739916,0.16605957453476958,2410,13,132.0,6156,772,648,well2410_day13_well.png,0.7197193677614452,0.5095540560257837
713,3317,1,118.0,8010,120,0,well3317_day01_well.png,3317,0.11187347685411064,0.0,3317,13,128.0,8463,1172,522,well3317_day13_well.png,1.0926309572751474,0.41047410068743695
714,406,1,145.0,7830,228,140,well0406_day01_well.png,0406,0.21255960602281024,0.13756414458501623,406,13,147.0,14625,4041,3390,well0406_day13_well.png,3.767339333062176,2.6657226079126652
715,1639,1,117.0,9500,161,0,well1639_day01_well.png,1639,0.15009691477926512,0.0,1639,13,130.0,8463,755,221,well1639_day13_well.png,0.7038706252071129,0.1737830962680528
716,66,1,150.0,7644,150,0,well0066_day01_well.png,0066,0.1398418460676383,0.0,66,13,143.0,7482,2096,1449,well0066_day13_well.png,1.9540567290517994,1.1394194863909888
717,4215,1,118.0,8099,87,0,well4215_day01_well.png,4215,0.08110827071923021,0.0,4215,13,129.0,8455,697,55,well4215_day13_well.png,0.649798444727626,0.04324918685404029
718,2331,1,116.0,8184,14,0,well2331_day01_well.png,2331,0.013051905632979576,0.0,2331,13,126.0,9870,17,0,well2331_day13_well.png,0.015848742554332343,0.0
719,3333,1,117.0,8099,19,0,well3333_day01_well.png,3333,0.017713300501900852,0.0,3333,13,127.0,8277,189,0,well3333_day13_well.png,0.17620072604522427,0.0
720,36,1,144.0,7568,96,0,well0036_day01_well.png,0036,0.08949878148328852,0.0,36,13,134.0,6889,56,0,well0036_day13_well.png,0.0522076225319183,0.0
721,735,1,141.0,7568,59,0,well0735_day01_well.png,0735,0.055004459453271065,0.0,735,13,142.0,7480,104,0,well0735_day13_well.png,0.09695701327356256,0.0
722,4749,1,117.0,8100,14,0,well4749_day01_well.png,4749,0.013051905632979576,0.0,4749,13,126.0,8280,268,212,well4749_day13_well.png,0.24985076497418043,0.16670595660102802
723,3570,1,117.0,8550,5,0,well3570_day01_well.png,3570,0.004661394868921277,0.0,3570,13,127.0,9494,56,0,well3570_day13_well.png,0.0522076225319183,0.0
724,2736,1,119.0,8004,49,0,well2736_day01_well.png,2736,0.045681669715428516,0.0,2736,13,129.0,9858,87,0,well2736_day13_well.png,0.08110827071923021,0.0
725,3230,1,116.0,8008,352,318,well3230_day01_well.png,3230,0.3281621987720579,0.31246712841453683,3230,13,125.0,8372,268,225,well3230_day13_well.png,0.24985076497418043,0.17692849167561936
726,1127,1,132.0,6715,28,0,well1127_day01_well.png,1127,0.02610381126595915,0.0,1127,13,132.0,6724,160,115,well1127_day13_well.png,0.14916463580548087,0.09043011796753879
727,2763,1,119.0,7905,112,0,well2763_day01_well.png,2763,0.1044152450638366,0.0,2763,13,130.0,8280,245,0,well2763_day13_well.png,0.22840834857714257,0.0
728,879,1,135.0,8075,54,0,well0879_day01_well.png,0879,0.05034306458434979,0.0,879,13,135.0,8178,156,0,well0879_day13_well.png,0.14543551991034384,0.0
729,1187,1,129.0,8554,315,296,well1187_day01_well.png,1187,0.2936678767420404,0.2908499056940343,1187,13,129.0,8648,1188,1074,well1187_day13_well.png,1.1075474208556955,0.844538666931623
730,461,1,144.0,7482,68,0,well0461_day01_well.png,0461,0.06339497021732937,0.0,461,13,152.0,8184,56,0,well0461_day13_well.png,0.0522076225319183,0.0
731,3626,1,120.0,8008,859,837,well3626_day01_well.png,3626,0.8008276384806754,0.8224370644118469,3626,13,131.0,8463,434,348,well3626_day13_well.png,0.40460907462236684,0.2736494004582913
732,3393,1,117.0,8099,182,0,well3393_day01_well.png,3393,0.16967477322873448,0.0,3393,13,127.0,8740,34,0,well3393_day13_well.png,0.031697485108664686,0.0
733,3455,1,118.0,8645,6,0,well3455_day01_well.png,3455,0.0055936738427055325,0.0,3455,13,127.0,8352,249,109,well3455_day13_well.png,0.2321374644722796,0.08571202485618894
734,119,1,140.0,7396,148,0,well0119_day01_well.png,0119,0.1379772881200698,0.0,119,13,137.0,7482,121,0,well0119_day13_well.png,0.1128057558278949,0.0
735,4604,1,117.0,8280,10,0,well4604_day01_well.png,4604,0.009322789737842554,0.0,4604,13,127.0,9090,767,610,well4604_day13_well.png,0.7150579728925239,0.47967279965390136
736,1281,1,137.0,6972,69,0,well1281_day01_well.png,1281,0.06432724919111363,0.0,1281,13,135.0,6885,351,191,well1281_day13_well.png,0.32722991979827365,0.15019263071130354
737,2471,1,120.0,8008,38,0,well2471_day01_well.png,2471,0.035426601003801704,0.0,2471,13,132.0,5986,134,0,well2471_day13_well.png,0.12492538248709022,0.0
738,158,1,142.0,7565,124,54,well0158_day01_well.png,0158,0.11560259274924767,0.05306045576850626,158,13,135.0,6804,193,0,well0158_day13_well.png,0.1799298419403613,0.0
739,1586,1,134.0,6804,35,0,well1586_day01_well.png,1586,0.032629764082448935,0.0,1586,13,135.0,8200,1534,1351,well1586_day13_well.png,1.4301159457850479,1.0623572989056078
740,3885,1,119.0,8008,10,0,well3885_day01_well.png,3885,0.009322789737842554,0.0,3885,13,129.0,8649,32,0,well3885_day13_well.png,0.029832927161096173,0.0
741,1627,1,134.0,7719,106,0,well1627_day01_well.png,1627,0.09882157122113107,0.0,1627,13,138.0,7225,585,232,well1627_day13_well.png,0.5453831996637895,0.18243293363886084
742,4561,1,118.0,7917,6,0,well4561_day01_well.png,4561,0.0055936738427055325,0.0,4561,13,127.0,8460,15,0,well4561_day13_well.png,0.01398418460676383,0.0
743,9,1,147.0,7656,22,0,well0009_day01_well.png,0009,0.020510137423253617,0.0,9,13,135.0,7224,273,148,well0009_day13_well.png,0.2545121598431017,0.11637963007996296
744,4114,1,116.0,7743,54,0,well4114_day01_well.png,4114,0.05034306458434979,0.0,4114,13,127.0,9776,1025,1046,well4114_day13_well.png,0.9555859481288618,0.8225208990786571
745,4356,1,117.0,7830,25,0,well4356_day01_well.png,4356,0.023306974344606386,0.0,4356,13,127.0,8184,1796,1279,well4356_day13_well.png,1.6743730369165226,1.0057401815694096
746,1666,1,134.0,6972,69,0,well1666_day01_well.png,1666,0.06432724919111363,0.0,1666,13,137.0,8755,300,0,well1666_day13_well.png,0.2796836921352766,0.0
747,845,1,139.0,7480,1765,1628,well0845_day01_well.png,0845,1.6454723887292109,1.5996744813171886,845,13,140.0,7304,571,174,well0845_day13_well.png,0.5323312940308098,0.13682470022914564
748,4361,1,117.0,8190,6,0,well4361_day01_well.png,4361,0.0055936738427055325,0.0,4361,13,127.0,8556,8,0,well4361_day13_well.png,0.007458231790274043,0.0
749,4623,1,116.0,7921,8,0,well4623_day01_well.png,4623,0.007458231790274043,0.0,4623,13,126.0,8280,20,0,well4623_day13_well.png,0.01864557947568511,0.0
750,2632,1,120.0,8008,6,0,well2632_day01_well.png,2632,0.0055936738427055325,0.0,2632,13,130.0,8280,202,117,well2632_day13_well.png,0.1883203527044196,0.09200281567132207
751,3134,1,117.0,7656,184,0,well3134_day01_well.png,3134,0.171539331176303,0.0,3134,13,128.0,8280,307,158,well3134_day13_well.png,0.28620964495176643,0.12424311859887938
752,2901,1,117.0,8366,57,0,well2901_day01_well.png,2901,0.05313990150570256,0.0,2901,13,130.0,8099,273,0,well2901_day13_well.png,0.2545121598431017,0.0
753,445,1,144.0,7735,11,0,well0445_day01_well.png,0445,0.010255068711626809,0.0,445,13,154.0,8178,393,154,well0445_day13_well.png,0.36638563669721236,0.1210977231913128
754,3548,1,118.0,8190,192,178,well3548_day01_well.png,3548,0.17899756296657704,0.17490298382952063,3548,13,127.0,8930,1055,771,well3548_day13_well.png,0.9835543173423894,0.6062749648084557
755,1978,1,119.0,8184,40,0,well1978_day01_well.png,1978,0.03729115895137022,0.0,1978,13,133.0,9898,221,0,well1978_day13_well.png,0.20603365320632044,0.0
756,3923,1,120.0,8184,40,0,well3923_day01_well.png,3923,0.03729115895137022,0.0,3923,13,130.0,8556,82,0,well3923_day13_well.png,0.07644687585030895,0.0
757,935,1,134.0,7395,86,0,well0935_day01_well.png,0935,0.08017599174544596,0.0,935,13,135.0,7310,42,0,well0935_day13_well.png,0.03915571689893873,0.0
758,1537,1,119.0,9612,126,0,well1537_day01_well.png,1537,0.11746715069681618,0.0,1537,13,128.0,8835,80,0,well1537_day13_well.png,0.07458231790274043,0.0
759,1430,1,126.0,8366,46,0,well1430_day01_well.png,1430,0.04288483279407575,0.0,1430,13,130.0,9024,241,162,well1430_day13_well.png,0.22467923268200554,0.12738851400644594
760,3963,1,119.0,8010,300,273,well3963_day01_well.png,3963,0.2796836921352766,0.26825008194078165,3963,13,129.0,8280,54,0,well3963_day13_well.png,0.05034306458434979,0.0
761,3531,1,117.0,8099,180,0,well3531_day01_well.png,3531,0.16781021528116596,0.0,3531,13,127.0,8648,14,0,well3531_day13_well.png,0.013051905632979576,0.0
762,1460,1,139.0,7395,411,302,well1460_day01_well.png,1460,0.38316665822532897,0.296745511890535,1460,13,132.0,6885,275,194,well1460_day13_well.png,0.2563767177906702,0.15255167726697846
763,949,1,135.0,7310,75,0,well0949_day01_well.png,0949,0.06992092303381915,0.0,949,13,134.0,8460,204,0,well0949_day13_well.png,0.1901849106519881,0.0
764,3178,1,118.0,8550,16,0,well3178_day01_well.png,3178,0.014916463580548087,0.0,3178,13,128.0,9700,190,0,well3178_day13_well.png,0.17713300501900853,0.0
765,4486,1,116.0,8277,455,44,well4486_day01_well.png,4486,0.4241869330718362,0.0432344454410051,4486,13,126.0,8550,299,0,well4486_day13_well.png,0.2787514131614924,0.0
766,3554,1,115.0,8455,15,0,well3554_day01_well.png,3554,0.01398418460676383,0.0,3554,13,125.0,8554,314,0,well3554_day13_well.png,0.2927355977682562,0.0
767,1908,1,131.0,10302,650,198,well1908_day01_well.png,1908,0.605981332959766,0.19455500448452293,1908,13,123.0,7912,133,0,well1908_day13_well.png,0.12399310351330596,0.0
768,510,1,140.0,7298,88,0,well0510_day01_well.png,0510,0.08204054969301447,0.0,510,13,144.0,7644,147,0,well0510_day13_well.png,0.13704500914628553,0.0
