,condition,well_id,day_0,well_label,image_name_0,has_cell_0,hyst2_area_0,day_1,image_name_1,has_cell_1,hyst2_area_1,day_2,image_name_2,has_cell_2,hyst2_area_2,day_3,image_name_3,has_cell_3,hyst2_area_3,day_4,image_name_4,has_cell_4,hyst2_area_4,day_5,image_name_5,has_cell_5,hyst2_area_5,day_6,image_name_6,has_cell_6,hyst2_area_6,day_7,image_name_7,has_cell_7,hyst2_area_7,day_8,image_name_8,has_cell_8,hyst2_area_8,day_9,image_name_9,has_cell_9,hyst2_area_9,day_10,image_name_10,has_cell_10,hyst2_area_10,day_11,image_name_11,has_cell_11,hyst2_area_11,day_12,image_name_12,has_cell_12,hyst2_area_12,day_13,image_name_13,has_cell_13,hyst2_area_13
152,A1,2309,0,2309,well_A1/well2309_day00_well.png,1,1241,1,well_A1/well2309_day01_well.png,0,0,2,well_A1/well2309_day02_well.png,0,0,3,well_A1/well2309_day03_well.png,1,208,4,well_A1/well2309_day04_well.png,0,0,5,well_A1/well2309_day05_well.png,1,115,6,well_A1/well2309_day06_well.png,1,103,7,well_A1/well2309_day07_well.png,1,268,8,well_A1/well2309_day08_well.png,1,785,9,well_A1/well2309_day09_well.png,1,490,10,well_A1/well2309_day10_well.png,0,0,11,well_A1/well2309_day11_well.png,1,1450,12,well_A1/well2309_day12_well.png,1,143,13,well_A1/well2309_day13_well.png,1,262
153,C1,1921,0,1921,well_C1/well1921_day00_well.png,0,0,1,well_C1/well1921_day01_well.png,0,0,2,well_C1/well1921_day02_well.png,0,0,3,well_C1/well1921_day03_well.png,0,0,4,well_C1/well1921_day04_well.png,0,0,5,well_C1/well1921_day05_well.png,0,0,6,well_C1/well1921_day06_well.png,0,0,7,well_C1/well1921_day07_well.png,0,0,8,well_C1/well1921_day08_well.png,0,0,9,well_C1/well1921_day09_well.png,0,0,10,well_C1/well1921_day10_well.png,0,0,11,well_C1/well1921_day11_well.png,0,0,12,well_C1/well1921_day12_well.png,0,0,13,well_C1/well1921_day13_well.png,0,0
154,C1,1534,0,1534,well_C1/well1534_day00_well.png,1,25,1,well_C1/well1534_day01_well.png,1,641,2,well_C1/well1534_day02_well.png,1,749,3,well_C1/well1534_day03_well.png,0,0,4,well_C1/well1534_day04_well.png,1,34,5,well_C1/well1534_day05_well.png,1,562,6,well_C1/well1534_day06_well.png,0,0,7,well_C1/well1534_day07_well.png,1,397,8,well_C1/well1534_day08_well.png,1,113,9,well_C1/well1534_day09_well.png,1,171,10,well_C1/well1534_day10_well.png,0,0,11,well_C1/well1534_day11_well.png,1,634,12,well_C1/well1534_day12_well.png,1,76,13,well_C1/well1534_day13_well.png,1,590
155,A2,1105,0,1105,well_A2/well1105_day00_well.png,0,0,1,well_A2/well1105_day01_well.png,0,0,2,well_A2/well1105_day02_well.png,0,0,3,well_A2/well1105_day03_well.png,0,0,4,well_A2/well1105_day04_well.png,0,0,5,well_A2/well1105_day05_well.png,0,0,6,well_A2/well1105_day06_well.png,0,0,7,well_A2/well1105_day07_well.png,0,0,8,well_A2/well1105_day08_well.png,1,205,9,well_A2/well1105_day09_well.png,1,632,10,well_A2/well1105_day10_well.png,1,993,11,well_A2/well1105_day11_well.png,1,469,12,well_A2/well1105_day12_well.png,1,178,13,well_A2/well1105_day13_well.png,1,1996
156,A2,3328,0,3328,well_A2/well3328_day00_well.png,1,1333,1,well_A2/well3328_day01_well.png,1,821,2,well_A2/well3328_day02_well.png,1,1696,3,well_A2/well3328_day03_well.png,1,626,4,well_A2/well3328_day04_well.png,1,543,5,well_A2/well3328_day05_well.png,1,1718,6,well_A2/well3328_day06_well.png,1,2188,7,well_A2/well3328_day07_well.png,1,1813,8,well_A2/well3328_day08_well.png,1,1656,9,well_A2/well3328_day09_well.png,1,822,10,well_A2/well3328_day10_well.png,1,1088,11,well_A2/well3328_day11_well.png,1,1176,12,well_A2/well3328_day12_well.png,1,1845,13,well_A2/well3328_day13_well.png,1,1639
157,A1,4721,0,4721,well_A1/well4721_day00_well.png,0,0,1,well_A1/well4721_day01_well.png,0,0,2,well_A1/well4721_day02_well.png,0,0,3,well_A1/well4721_day03_well.png,1,25,4,well_A1/well4721_day04_well.png,0,0,5,well_A1/well4721_day05_well.png,0,0,6,well_A1/well4721_day06_well.png,0,0,7,well_A1/well4721_day07_well.png,0,0,8,well_A1/well4721_day08_well.png,0,0,9,well_A1/well4721_day09_well.png,0,0,10,well_A1/well4721_day10_well.png,0,0,11,well_A1/well4721_day11_well.png,0,0,12,well_A1/well4721_day12_well.png,1,281,13,well_A1/well4721_day13_well.png,1,170
158,C1,1342,0,1342,well_C1/well1342_day00_well.png,0,0,1,well_C1/well1342_day01_well.png,0,0,2,well_C1/well1342_day02_well.png,1,83,3,well_C1/well1342_day03_well.png,0,0,4,well_C1/well1342_day04_well.png,1,200,5,well_C1/well1342_day05_well.png,0,0,6,well_C1/well1342_day06_well.png,1,135,7,well_C1/well1342_day07_well.png,0,0,8,well_C1/well1342_day08_well.png,0,0,9,well_C1/well1342_day09_well.png,0,0,10,well_C1/well1342_day10_well.png,0,0,11,well_C1/well1342_day11_well.png,0,0,12,well_C1/well1342_day12_well.png,0,0,13,well_C1/well1342_day13_well.png,0,0
159,A2,772,0,0772,well_A2/well0772_day00_well.png,1,2671,1,well_A2/well0772_day01_well.png,1,2709,2,well_A2/well0772_day02_well.png,1,2481,3,well_A2/well0772_day03_well.png,1,2929,4,well_A2/well0772_day04_well.png,1,2699,5,well_A2/well0772_day05_well.png,1,2775,6,well_A2/well0772_day06_well.png,1,2372,7,well_A2/well0772_day07_well.png,1,2504,8,well_A2/well0772_day08_well.png,1,2424,9,well_A2/well0772_day09_well.png,1,2565,10,well_A2/well0772_day10_well.png,1,2496,11,well_A2/well0772_day11_well.png,1,2674,12,well_A2/well0772_day12_well.png,1,2640,13,well_A2/well0772_day13_well.png,1,2775
160,A1,1201,0,1201,well_A1/well1201_day00_well.png,1,170,1,well_A1/well1201_day01_well.png,0,0,2,well_A1/well1201_day02_well.png,0,0,3,well_A1/well1201_day03_well.png,0,0,4,well_A1/well1201_day04_well.png,0,0,5,well_A1/well1201_day05_well.png,1,108,6,well_A1/well1201_day06_well.png,0,0,7,well_A1/well1201_day07_well.png,0,0,8,well_A1/well1201_day08_well.png,0,0,9,well_A1/well1201_day09_well.png,0,0,10,well_A1/well1201_day10_well.png,0,0,11,well_A1/well1201_day11_well.png,0,0,12,well_A1/well1201_day12_well.png,0,0,13,well_A1/well1201_day13_well.png,0,0
161,A2,1124,0,1124,well_A2/well1124_day00_well.png,0,0,1,well_A2/well1124_day01_well.png,0,0,2,well_A2/well1124_day02_well.png,0,0,3,well_A2/well1124_day03_well.png,0,0,4,well_A2/well1124_day04_well.png,0,0,5,well_A2/well1124_day05_well.png,0,0,6,well_A2/well1124_day06_well.png,0,0,7,well_A2/well1124_day07_well.png,0,0,8,well_A2/well1124_day08_well.png,0,0,9,well_A2/well1124_day09_well.png,0,0,10,well_A2/well1124_day10_well.png,0,0,11,well_A2/well1124_day11_well.png,0,0,12,well_A2/well1124_day12_well.png,0,0,13,well_A2/well1124_day13_well.png,0,0
162,A2,608,0,0608,well_A2/well0608_day00_well.png,1,2322,1,well_A2/well0608_day01_well.png,1,2263,2,well_A2/well0608_day02_well.png,1,2289,3,well_A2/well0608_day03_well.png,1,2610,4,well_A2/well0608_day04_well.png,1,2203,5,well_A2/well0608_day05_well.png,1,2369,6,well_A2/well0608_day06_well.png,1,1952,7,well_A2/well0608_day07_well.png,1,1780,8,well_A2/well0608_day08_well.png,1,1928,9,well_A2/well0608_day09_well.png,1,2070,10,well_A2/well0608_day10_well.png,1,2031,11,well_A2/well0608_day11_well.png,1,2047,12,well_A2/well0608_day12_well.png,1,2125,13,well_A2/well0608_day13_well.png,1,2669
163,A2,2225,0,2225,well_A2/well2225_day00_well.png,1,2909,1,well_A2/well2225_day01_well.png,1,3269,2,well_A2/well2225_day02_well.png,1,3278,3,well_A2/well2225_day03_well.png,1,3603,4,well_A2/well2225_day04_well.png,1,3083,5,well_A2/well2225_day05_well.png,1,3437,6,well_A2/well2225_day06_well.png,1,2874,7,well_A2/well2225_day07_well.png,1,2851,8,well_A2/well2225_day08_well.png,1,2836,9,well_A2/well2225_day09_well.png,1,2893,10,well_A2/well2225_day10_well.png,1,3116,11,well_A2/well2225_day11_well.png,1,3500,12,well_A2/well2225_day12_well.png,1,3087,13,well_A2/well2225_day13_well.png,1,3224
164,C1,1050,0,1050,well_C1/well1050_day00_well.png,0,0,1,well_C1/well1050_day01_well.png,0,0,2,well_C1/well1050_day02_well.png,0,0,3,well_C1/well1050_day03_well.png,0,0,4,well_C1/well1050_day04_well.png,0,0,5,well_C1/well1050_day05_well.png,0,0,6,well_C1/well1050_day06_well.png,1,808,7,well_C1/well1050_day07_well.png,0,0,8,well_C1/well1050_day08_well.png,1,634,9,well_C1/well1050_day09_well.png,1,69,10,well_C1/well1050_day10_well.png,1,194,11,well_C1/well1050_day11_well.png,0,0,12,well_C1/well1050_day12_well.png,0,0,13,well_C1/well1050_day13_well.png,1,284
165,A2,2341,0,2341,well_A2/well2341_day00_well.png,1,3763,1,well_A2/well2341_day01_well.png,1,2811,2,well_A2/well2341_day02_well.png,1,3395,3,well_A2/well2341_day03_well.png,1,2871,4,well_A2/well2341_day04_well.png,1,2740,5,well_A2/well2341_day05_well.png,1,3214,6,well_A2/well2341_day06_well.png,1,2062,7,well_A2/well2341_day07_well.png,1,2541,8,well_A2/well2341_day08_well.png,1,2668,9,well_A2/well2341_day09_well.png,1,1817,10,well_A2/well2341_day10_well.png,1,2122,11,well_A2/well2341_day11_well.png,1,1978,12,well_A2/well2341_day12_well.png,1,2660,13,well_A2/well2341_day13_well.png,1,4098
166,A1,1356,0,1356,well_A1/well1356_day00_well.png,1,2165,1,well_A1/well1356_day01_well.png,0,0,2,well_A1/well1356_day02_well.png,0,0,3,well_A1/well1356_day03_well.png,0,0,4,well_A1/well1356_day04_well.png,1,277,5,well_A1/well1356_day05_well.png,0,0,6,well_A1/well1356_day06_well.png,1,108,7,well_A1/well1356_day07_well.png,1,228,8,well_A1/well1356_day08_well.png,0,0,9,well_A1/well1356_day09_well.png,1,266,10,well_A1/well1356_day10_well.png,1,187,11,well_A1/well1356_day11_well.png,1,239,12,well_A1/well1356_day12_well.png,0,0,13,well_A1/well1356_day13_well.png,1,116
167,C1,2043,0,2043,well_C1/well2043_day00_well.png,0,0,1,well_C1/well2043_day01_well.png,1,44,2,well_C1/well2043_day02_well.png,0,0,3,well_C1/well2043_day03_well.png,0,0,4,well_C1/well2043_day04_well.png,0,0,5,well_C1/well2043_day05_well.png,1,25,6,well_C1/well2043_day06_well.png,0,0,7,well_C1/well2043_day07_well.png,0,0,8,well_C1/well2043_day08_well.png,0,0,9,well_C1/well2043_day09_well.png,0,0,10,well_C1/well2043_day10_well.png,0,0,11,well_C1/well2043_day11_well.png,1,83,12,well_C1/well2043_day12_well.png,0,0,13,well_C1/well2043_day13_well.png,0,0
168,A2,2753,0,2753,well_A2/well2753_day00_well.png,1,118,1,well_A2/well2753_day01_well.png,0,0,2,well_A2/well2753_day02_well.png,0,0,3,well_A2/well2753_day03_well.png,0,0,4,well_A2/well2753_day04_well.png,0,0,5,well_A2/well2753_day05_well.png,1,55,6,well_A2/well2753_day06_well.png,1,34,7,well_A2/well2753_day07_well.png,1,1147,8,well_A2/well2753_day08_well.png,1,484,9,well_A2/well2753_day09_well.png,0,0,10,well_A2/well2753_day10_well.png,1,124,11,well_A2/well2753_day11_well.png,0,0,12,well_A2/well2753_day12_well.png,0,0,13,well_A2/well2753_day13_well.png,1,726
169,A2,37,0,0037,well_A2/well0037_day00_well.png,1,3510,1,well_A2/well0037_day01_well.png,1,3533,2,well_A2/well0037_day02_well.png,1,3776,3,well_A2/well0037_day03_well.png,1,3861,4,well_A2/well0037_day04_well.png,1,3253,5,well_A2/well0037_day05_well.png,1,3996,6,well_A2/well0037_day06_well.png,1,3989,7,well_A2/well0037_day07_well.png,1,3096,8,well_A2/well0037_day08_well.png,1,3469,9,well_A2/well0037_day09_well.png,1,3079,10,well_A2/well0037_day10_well.png,1,3130,11,well_A2/well0037_day11_well.png,1,3054,12,well_A2/well0037_day12_well.png,1,3375,13,well_A2/well0037_day13_well.png,1,3887
170,A1,1093,0,1093,well_A1/well1093_day00_well.png,1,2063,1,well_A1/well1093_day01_well.png,0,0,2,well_A1/well1093_day02_well.png,0,0,3,well_A1/well1093_day03_well.png,1,39,4,well_A1/well1093_day04_well.png,0,0,5,well_A1/well1093_day05_well.png,1,92,6,well_A1/well1093_day06_well.png,0,0,7,well_A1/well1093_day07_well.png,0,0,8,well_A1/well1093_day08_well.png,0,0,9,well_A1/well1093_day09_well.png,0,0,10,well_A1/well1093_day10_well.png,0,0,11,well_A1/well1093_day11_well.png,0,0,12,well_A1/well1093_day12_well.png,0,0,13,well_A1/well1093_day13_well.png,0,0
171,A2,1453,0,1453,well_A2/well1453_day00_well.png,1,2523,1,well_A2/well1453_day01_well.png,1,2656,2,well_A2/well1453_day02_well.png,1,2516,3,well_A2/well1453_day03_well.png,1,2761,4,well_A2/well1453_day04_well.png,1,2670,5,well_A2/well1453_day05_well.png,1,2826,6,well_A2/well1453_day06_well.png,1,2679,7,well_A2/well1453_day07_well.png,1,2368,8,well_A2/well1453_day08_well.png,1,2491,9,well_A2/well1453_day09_well.png,1,2601,10,well_A2/well1453_day10_well.png,1,2633,11,well_A2/well1453_day11_well.png,1,2619,12,well_A2/well1453_day12_well.png,1,2646,13,well_A2/well1453_day13_well.png,1,2676
172,A1,206,0,0206,well_A1/well0206_day00_well.png,0,0,1,well_A1/well0206_day01_well.png,0,0,2,well_A1/well0206_day02_well.png,0,0,3,well_A1/well0206_day03_well.png,0,0,4,well_A1/well0206_day04_well.png,0,0,5,well_A1/well0206_day05_well.png,0,0,6,well_A1/well0206_day06_well.png,0,0,7,well_A1/well0206_day07_well.png,0,0,8,well_A1/well0206_day08_well.png,0,0,9,well_A1/well0206_day09_well.png,0,0,10,well_A1/well0206_day10_well.png,0,0,11,well_A1/well0206_day11_well.png,0,0,12,well_A1/well0206_day12_well.png,1,83,13,well_A1/well0206_day13_well.png,0,0
173,C1,1842,0,1842,well_C1/well1842_day00_well.png,0,0,1,well_C1/well1842_day01_well.png,0,0,2,well_C1/well1842_day02_well.png,0,0,3,well_C1/well1842_day03_well.png,0,0,4,well_C1/well1842_day04_well.png,0,0,5,well_C1/well1842_day05_well.png,0,0,6,well_C1/well1842_day06_well.png,0,0,7,well_C1/well1842_day07_well.png,0,0,8,well_C1/well1842_day08_well.png,0,0,9,well_C1/well1842_day09_well.png,0,0,10,well_C1/well1842_day10_well.png,0,0,11,well_C1/well1842_day11_well.png,0,0,12,well_C1/well1842_day12_well.png,0,0,13,well_C1/well1842_day13_well.png,0,0
174,A1,4180,0,4180,well_A1/well4180_day00_well.png,0,0,1,well_A1/well4180_day01_well.png,1,93,2,well_A1/well4180_day02_well.png,1,166,3,well_A1/well4180_day03_well.png,1,321,4,well_A1/well4180_day04_well.png,1,162,5,well_A1/well4180_day05_well.png,1,396,6,well_A1/well4180_day06_well.png,0,0,7,well_A1/well4180_day07_well.png,0,0,8,well_A1/well4180_day08_well.png,1,467,9,well_A1/well4180_day09_well.png,1,141,10,well_A1/well4180_day10_well.png,0,0,11,well_A1/well4180_day11_well.png,0,0,12,well_A1/well4180_day12_well.png,0,0,13,well_A1/well4180_day13_well.png,0,0
175,C1,2668,0,2668,well_C1/well2668_day00_well.png,0,0,1,well_C1/well2668_day01_well.png,0,0,2,well_C1/well2668_day02_well.png,0,0,3,well_C1/well2668_day03_well.png,0,0,4,well_C1/well2668_day04_well.png,0,0,5,well_C1/well2668_day05_well.png,0,0,6,well_C1/well2668_day06_well.png,0,0,7,well_C1/well2668_day07_well.png,0,0,8,well_C1/well2668_day08_well.png,0,0,9,well_C1/well2668_day09_well.png,0,0,10,well_C1/well2668_day10_well.png,0,0,11,well_C1/well2668_day11_well.png,0,0,12,well_C1/well2668_day12_well.png,0,0,13,well_C1/well2668_day13_well.png,0,0
176,A1,3421,0,3421,well_A1/well3421_day00_well.png,0,0,1,well_A1/well3421_day01_well.png,0,0,2,well_A1/well3421_day02_well.png,0,0,3,well_A1/well3421_day03_well.png,0,0,4,well_A1/well3421_day04_well.png,0,0,5,well_A1/well3421_day05_well.png,0,0,6,well_A1/well3421_day06_well.png,0,0,7,well_A1/well3421_day07_well.png,0,0,8,well_A1/well3421_day08_well.png,0,0,9,well_A1/well3421_day09_well.png,0,0,10,well_A1/well3421_day10_well.png,0,0,11,well_A1/well3421_day11_well.png,0,0,12,well_A1/well3421_day12_well.png,0,0,13,well_A1/well3421_day13_well.png,0,0
177,A2,1783,0,1783,well_A2/well1783_day00_well.png,1,1441,1,well_A2/well1783_day01_well.png,1,1318,2,well_A2/well1783_day02_well.png,1,1284,3,well_A2/well1783_day03_well.png,1,1690,4,well_A2/well1783_day04_well.png,1,1198,5,well_A2/well1783_day05_well.png,1,1415,6,well_A2/well1783_day06_well.png,1,1514,7,well_A2/well1783_day07_well.png,1,1433,8,well_A2/well1783_day08_well.png,1,1210,9,well_A2/well1783_day09_well.png,1,1288,10,well_A2/well1783_day10_well.png,1,1474,11,well_A2/well1783_day11_well.png,1,1286,12,well_A2/well1783_day12_well.png,1,1413,13,well_A2/well1783_day13_well.png,1,1651
178,A2,1716,0,1716,well_A2/well1716_day00_well.png,1,1105,1,well_A2/well1716_day01_well.png,1,1142,2,well_A2/well1716_day02_well.png,1,988,3,well_A2/well1716_day03_well.png,1,1305,4,well_A2/well1716_day04_well.png,1,1125,5,well_A2/well1716_day05_well.png,1,1640,6,well_A2/well1716_day06_well.png,1,1900,7,well_A2/well1716_day07_well.png,1,1763,8,well_A2/well1716_day08_well.png,1,1842,9,well_A2/well1716_day09_well.png,1,1844,10,well_A2/well1716_day10_well.png,1,1802,11,well_A2/well1716_day11_well.png,1,1878,12,well_A2/well1716_day12_well.png,1,1954,13,well_A2/well1716_day13_well.png,1,1490
179,A2,2697,0,2697,well_A2/well2697_day00_well.png,1,709,1,well_A2/well2697_day01_well.png,0,0,2,well_A2/well2697_day02_well.png,0,0,3,well_A2/well2697_day03_well.png,0,0,4,well_A2/well2697_day04_well.png,0,0,5,well_A2/well2697_day05_well.png,1,60,6,well_A2/well2697_day06_well.png,1,34,7,well_A2/well2697_day07_well.png,1,256,8,well_A2/well2697_day08_well.png,1,692,9,well_A2/well2697_day09_well.png,1,25,10,well_A2/well2697_day10_well.png,0,0,11,well_A2/well2697_day11_well.png,0,0,12,well_A2/well2697_day12_well.png,0,0,13,well_A2/well2697_day13_well.png,1,730
180,A1,1321,0,1321,well_A1/well1321_day00_well.png,0,0,1,well_A1/well1321_day01_well.png,0,0,2,well_A1/well1321_day02_well.png,0,0,3,well_A1/well1321_day03_well.png,0,0,4,well_A1/well1321_day04_well.png,0,0,5,well_A1/well1321_day05_well.png,0,0,6,well_A1/well1321_day06_well.png,0,0,7,well_A1/well1321_day07_well.png,0,0,8,well_A1/well1321_day08_well.png,0,0,9,well_A1/well1321_day09_well.png,0,0,10,well_A1/well1321_day10_well.png,0,0,11,well_A1/well1321_day11_well.png,0,0,12,well_A1/well1321_day12_well.png,0,0,13,well_A1/well1321_day13_well.png,1,497
181,A1,4491,0,4491,well_A1/well4491_day00_well.png,1,570,1,well_A1/well4491_day01_well.png,1,1010,2,well_A1/well4491_day02_well.png,1,595,3,well_A1/well4491_day03_well.png,1,1167,4,well_A1/well4491_day04_well.png,1,1644,5,well_A1/well4491_day05_well.png,1,1279,6,well_A1/well4491_day06_well.png,1,824,7,well_A1/well4491_day07_well.png,1,1508,8,well_A1/well4491_day08_well.png,1,414,9,well_A1/well4491_day09_well.png,1,202,10,well_A1/well4491_day10_well.png,1,1481,11,well_A1/well4491_day11_well.png,1,2247,12,well_A1/well4491_day12_well.png,1,1973,13,well_A1/well4491_day13_well.png,1,1308
182,A2,978,0,0978,well_A2/well0978_day00_well.png,1,2663,1,well_A2/well0978_day01_well.png,1,3233,2,well_A2/well0978_day02_well.png,1,3039,3,well_A2/well0978_day03_well.png,1,3306,4,well_A2/well0978_day04_well.png,1,3007,5,well_A2/well0978_day05_well.png,1,3161,6,well_A2/well0978_day06_well.png,1,2739,7,well_A2/well0978_day07_well.png,1,2818,8,well_A2/well0978_day08_well.png,1,2779,9,well_A2/well0978_day09_well.png,1,2788,10,well_A2/well0978_day10_well.png,1,2847,11,well_A2/well0978_day11_well.png,1,3090,12,well_A2/well0978_day12_well.png,1,2922,13,well_A2/well0978_day13_well.png,1,3192
183,A2,3329,0,3329,well_A2/well3329_day00_well.png,1,711,1,well_A2/well3329_day01_well.png,0,0,2,well_A2/well3329_day02_well.png,1,892,3,well_A2/well3329_day03_well.png,1,162,4,well_A2/well3329_day04_well.png,0,0,5,well_A2/well3329_day05_well.png,1,922,6,well_A2/well3329_day06_well.png,1,892,7,well_A2/well3329_day07_well.png,1,808,8,well_A2/well3329_day08_well.png,1,602,9,well_A2/well3329_day09_well.png,0,0,10,well_A2/well3329_day10_well.png,1,198,11,well_A2/well3329_day11_well.png,1,330,12,well_A2/well3329_day12_well.png,1,884,13,well_A2/well3329_day13_well.png,1,1316
184,A2,2570,0,2570,well_A2/well2570_day00_well.png,1,117,1,well_A2/well2570_day01_well.png,0,0,2,well_A2/well2570_day02_well.png,0,0,3,well_A2/well2570_day03_well.png,1,93,4,well_A2/well2570_day04_well.png,0,0,5,well_A2/well2570_day05_well.png,1,294,6,well_A2/well2570_day06_well.png,0,0,7,well_A2/well2570_day07_well.png,1,34,8,well_A2/well2570_day08_well.png,1,55,9,well_A2/well2570_day09_well.png,0,0,10,well_A2/well2570_day10_well.png,0,0,11,well_A2/well2570_day11_well.png,0,0,12,well_A2/well2570_day12_well.png,0,0,13,well_A2/well2570_day13_well.png,1,110
185,A2,2023,0,2023,well_A2/well2023_day00_well.png,1,2104,1,well_A2/well2023_day01_well.png,1,2353,2,well_A2/well2023_day02_well.png,1,2101,3,well_A2/well2023_day03_well.png,1,2375,4,well_A2/well2023_day04_well.png,1,2697,5,well_A2/well2023_day05_well.png,1,2597,6,well_A2/well2023_day06_well.png,1,3222,7,well_A2/well2023_day07_well.png,1,2060,8,well_A2/well2023_day08_well.png,1,1962,9,well_A2/well2023_day09_well.png,1,2026,10,well_A2/well2023_day10_well.png,1,2030,11,well_A2/well2023_day11_well.png,1,2160,12,well_A2/well2023_day12_well.png,1,2124,13,well_A2/well2023_day13_well.png,1,2194
186,C1,2183,0,2183,well_C1/well2183_day00_well.png,1,957,1,well_C1/well2183_day01_well.png,1,1072,2,well_C1/well2183_day02_well.png,1,141,3,well_C1/well2183_day03_well.png,1,129,4,well_C1/well2183_day04_well.png,1,172,5,well_C1/well2183_day05_well.png,1,828,6,well_C1/well2183_day06_well.png,1,179,7,well_C1/well2183_day07_well.png,1,272,8,well_C1/well2183_day08_well.png,1,104,9,well_C1/well2183_day09_well.png,1,1356,10,well_C1/well2183_day10_well.png,1,166,11,well_C1/well2183_day11_well.png,1,455,12,well_C1/well2183_day12_well.png,1,1292,13,well_C1/well2183_day13_well.png,1,189
187,C1,1749,0,1749,well_C1/well1749_day00_well.png,1,209,1,well_C1/well1749_day01_well.png,0,0,2,well_C1/well1749_day02_well.png,1,140,3,well_C1/well1749_day03_well.png,0,0,4,well_C1/well1749_day04_well.png,1,1278,5,well_C1/well1749_day05_well.png,1,874,6,well_C1/well1749_day06_well.png,1,665,7,well_C1/well1749_day07_well.png,1,1906,8,well_C1/well1749_day08_well.png,1,2021,9,well_C1/well1749_day09_well.png,1,2199,10,well_C1/well1749_day10_well.png,1,1634,11,well_C1/well1749_day11_well.png,1,1603,12,well_C1/well1749_day12_well.png,1,1157,13,well_C1/well1749_day13_well.png,1,991
188,A1,948,0,0948,well_A1/well0948_day00_well.png,1,2588,1,well_A1/well0948_day01_well.png,0,0,2,well_A1/well0948_day02_well.png,0,0,3,well_A1/well0948_day03_well.png,0,0,4,well_A1/well0948_day04_well.png,1,25,5,well_A1/well0948_day05_well.png,1,1260,6,well_A1/well0948_day06_well.png,0,0,7,well_A1/well0948_day07_well.png,0,0,8,well_A1/well0948_day08_well.png,0,0,9,well_A1/well0948_day09_well.png,0,0,10,well_A1/well0948_day10_well.png,0,0,11,well_A1/well0948_day11_well.png,0,0,12,well_A1/well0948_day12_well.png,0,0,13,well_A1/well0948_day13_well.png,0,0
189,A2,2944,0,2944,well_A2/well2944_day00_well.png,1,3280,1,well_A2/well2944_day01_well.png,1,3370,2,well_A2/well2944_day02_well.png,1,3493,3,well_A2/well2944_day03_well.png,1,3848,4,well_A2/well2944_day04_well.png,1,3474,5,well_A2/well2944_day05_well.png,1,3777,6,well_A2/well2944_day06_well.png,1,3731,7,well_A2/well2944_day07_well.png,1,3184,8,well_A2/well2944_day08_well.png,1,3577,9,well_A2/well2944_day09_well.png,1,3606,10,well_A2/well2944_day10_well.png,1,3599,11,well_A2/well2944_day11_well.png,1,3508,12,well_A2/well2944_day12_well.png,1,3808,13,well_A2/well2944_day13_well.png,1,3699
190,A1,4546,0,4546,well_A1/well4546_day00_well.png,1,922,1,well_A1/well4546_day01_well.png,1,461,2,well_A1/well4546_day02_well.png,1,649,3,well_A1/well4546_day03_well.png,0,0,4,well_A1/well4546_day04_well.png,1,916,5,well_A1/well4546_day05_well.png,1,576,6,well_A1/well4546_day06_well.png,1,1114,7,well_A1/well4546_day07_well.png,1,988,8,well_A1/well4546_day08_well.png,1,959,9,well_A1/well4546_day09_well.png,1,996,10,well_A1/well4546_day10_well.png,1,894,11,well_A1/well4546_day11_well.png,1,1089,12,well_A1/well4546_day12_well.png,1,775,13,well_A1/well4546_day13_well.png,1,818
191,C1,2693,0,2693,well_C1/well2693_day00_well.png,0,0,1,well_C1/well2693_day01_well.png,0,0,2,well_C1/well2693_day02_well.png,1,359,3,well_C1/well2693_day03_well.png,1,753,4,well_C1/well2693_day04_well.png,1,745,5,well_C1/well2693_day05_well.png,1,697,6,well_C1/well2693_day06_well.png,1,957,7,well_C1/well2693_day07_well.png,1,1009,8,well_C1/well2693_day08_well.png,1,1101,9,well_C1/well2693_day09_well.png,1,612,10,well_C1/well2693_day10_well.png,1,1312,11,well_C1/well2693_day11_well.png,1,1116,12,well_C1/well2693_day12_well.png,1,1032,13,well_C1/well2693_day13_well.png,1,999
192,A1,2562,0,2562,well_A1/well2562_day00_well.png,1,3444,1,well_A1/well2562_day01_well.png,0,0,2,well_A1/well2562_day02_well.png,0,0,3,well_A1/well2562_day03_well.png,0,0,4,well_A1/well2562_day04_well.png,0,0,5,well_A1/well2562_day05_well.png,0,0,6,well_A1/well2562_day06_well.png,0,0,7,well_A1/well2562_day07_well.png,0,0,8,well_A1/well2562_day08_well.png,0,0,9,well_A1/well2562_day09_well.png,0,0,10,well_A1/well2562_day10_well.png,0,0,11,well_A1/well2562_day11_well.png,0,0,12,well_A1/well2562_day12_well.png,0,0,13,well_A1/well2562_day13_well.png,1,368
193,A1,2646,0,2646,well_A1/well2646_day00_well.png,0,0,1,well_A1/well2646_day01_well.png,0,0,2,well_A1/well2646_day02_well.png,0,0,3,well_A1/well2646_day03_well.png,0,0,4,well_A1/well2646_day04_well.png,0,0,5,well_A1/well2646_day05_well.png,0,0,6,well_A1/well2646_day06_well.png,0,0,7,well_A1/well2646_day07_well.png,0,0,8,well_A1/well2646_day08_well.png,0,0,9,well_A1/well2646_day09_well.png,0,0,10,well_A1/well2646_day10_well.png,0,0,11,well_A1/well2646_day11_well.png,0,0,12,well_A1/well2646_day12_well.png,0,0,13,well_A1/well2646_day13_well.png,0,0
