,well_id_1,day_1,median_pixel_intensity_1,mw_area_shape_1,original_hyst1_area_1,original_hyst2_area_1,image_name_1,well_label,well_id_13,day_13,median_pixel_intensity_13,mw_area_shape_13,original_hyst1_area_13,original_hyst2_area_13,image_name_13,hyst2_area_13
1147,599,1,139.0,7568,52,0,well0599_day01_well.png,0599,599,13,134.0,7138,172,0,well0599_day13_well.png,0.0
1148,509,1,139.0,7387,27,0,well0509_day01_well.png,0509,509,13,141.0,7740,42,0,well0509_day13_well.png,0.0
1149,3259,1,117.0,9603,200,0,well3259_day01_well.png,3259,3259,13,127.0,8448,618,34,well3259_day13_well.png,0.026735860964315895
1150,273,1,146.0,7565,9,0,well0273_day01_well.png,0273,273,13,138.0,7140,13,0,well0273_day13_well.png,0.0
1151,4669,1,117.0,8280,3,0,well4669_day01_well.png,4669,4669,13,123.0,13455,4951,4711,well4669_day13_well.png,3.704489441261535
1152,2554,1,119.0,8008,8,0,well2554_day01_well.png,2554,2554,13,131.0,9844,115,0,well2554_day13_well.png,0.0
1153,2859,1,119.0,8004,5,0,well2859_day01_well.png,2859,2859,13,128.0,8648,297,0,well2859_day13_well.png,0.0
1154,1566,1,133.0,6889,21,0,well1566_day01_well.png,1566,1566,13,136.0,8415,162,0,well1566_day13_well.png,0.0
1155,20,1,142.0,8160,187,113,well0020_day01_well.png,0020,20,13,143.0,7656,441,204,well0020_day13_well.png,0.16041516578589538
1156,974,1,134.0,7568,190,0,well0974_day01_well.png,0974,974,13,134.0,7308,75,0,well0974_day13_well.png,0.0
1157,1718,1,119.0,7998,115,61,well1718_day01_well.png,1718,1718,13,128.0,8277,571,110,well1718_day13_well.png,0.08649837370808085
1158,2220,1,127.0,8372,103,0,well2220_day01_well.png,2220,2220,13,128.0,8448,121,0,well2220_day13_well.png,0.0
1159,661,1,140.0,7224,20,0,well0661_day01_well.png,0661,661,13,145.0,7832,708,455,well0661_day13_well.png,0.357788727610698
1160,4390,1,115.0,7568,1,0,well4390_day01_well.png,4390,4390,13,127.0,9984,753,802,well4390_day13_well.png,0.6306517792170985
1161,4729,1,117.0,8008,0,0,well4729_day01_well.png,4729,4729,13,126.0,8277,14,0,well4729_day13_well.png,0.0
1162,2840,1,117.0,8184,8,0,well2840_day01_well.png,2840,2840,13,129.0,8645,379,216,well2840_day13_well.png,0.1698513520085951
1163,250,1,146.0,7917,459,433,well0250_day01_well.png,0250,250,13,140.0,7743,87,0,well0250_day13_well.png,0.0
1164,1802,1,136.0,7656,80,0,well1802_day01_well.png,1802,1802,13,133.0,9118,142,0,well1802_day13_well.png,0.0
1165,4664,1,116.0,8184,3,0,well4664_day01_well.png,4664,4664,13,125.0,11130,998,558,well4664_day13_well.png,0.43878265935553734
1166,4796,1,119.0,8188,9,0,well4796_day01_well.png,4796,4796,13,128.0,8372,40,0,well4796_day13_well.png,0.0
1167,928,1,137.0,7396,72,0,well0928_day01_well.png,0928,928,13,137.0,7565,76,0,well0928_day13_well.png,0.0
1168,3015,1,118.0,8188,302,255,well3015_day01_well.png,3015,3015,13,127.0,8178,173,139,well3015_day13_well.png,0.10930249041293852
1169,2196,1,117.0,8280,9,0,well2196_day01_well.png,2196,2196,13,127.0,9672,30,0,well2196_day13_well.png,0.0
1170,2590,1,119.0,8190,11,0,well2590_day01_well.png,2590,2590,13,129.0,9000,10,0,well2590_day13_well.png,0.0
1171,1988,1,129.0,8556,165,0,well1988_day01_well.png,1988,1988,13,134.0,8019,249,62,well1988_day13_well.png,0.04875362881728193
1172,4113,1,116.0,7830,12,0,well4113_day01_well.png,4113,4113,13,127.0,10246,1316,1315,well4113_day13_well.png,1.0340487402375118
1173,4248,1,116.0,10486,32,0,well4248_day01_well.png,4248,4248,13,127.0,8464,1397,1102,well4248_day13_well.png,0.8665564347845917
1174,1467,1,130.0,8645,19,0,well1467_day01_well.png,1467,1467,13,135.0,7056,23,0,well1467_day13_well.png,0.0
1175,2161,1,129.0,8184,88,0,well2161_day01_well.png,2161,2161,13,130.0,8460,25,0,well2161_day13_well.png,0.0
1176,1503,1,137.0,7055,68,0,well1503_day01_well.png,1503,1503,13,140.0,7480,64,0,well1503_day13_well.png,0.0
1177,1702,1,137.0,8265,100,0,well1702_day01_well.png,1702,1702,13,135.0,8550,144,0,well1702_day13_well.png,0.0
1178,2835,1,119.0,8190,7,0,well2835_day01_well.png,2835,2835,13,128.0,8740,14,0,well2835_day13_well.png,0.0
1179,4554,1,115.0,7735,1,0,well4554_day01_well.png,4554,4554,13,126.0,8910,579,316,well4554_day13_well.png,0.2484862371977595
1180,4658,1,118.0,8554,9,0,well4658_day01_well.png,4658,4658,13,126.0,8272,1251,1062,well4658_day13_well.png,0.8351024807089259
1181,4287,1,116.0,7917,31,0,well4287_day01_well.png,4287,4287,13,126.0,8648,151,0,well4287_day13_well.png,0.0
1182,3154,1,118.0,7650,102,0,well3154_day01_well.png,3154,3154,13,129.0,8464,148,0,well3154_day13_well.png,0.0
1183,2135,1,120.0,8372,567,518,well2135_day01_well.png,2135,2135,13,125.0,13340,7727,7030,well2135_day13_well.png,5.528032428798257
1184,3648,1,120.0,7826,5,0,well3648_day01_well.png,3648,3648,13,130.0,8640,1136,993,well3648_day13_well.png,0.7808444099284025
1185,1470,1,124.0,8463,5,0,well1470_day01_well.png,1470,1470,13,132.0,6724,20,0,well1470_day13_well.png,0.0
1186,2518,1,121.0,7820,271,228,well2518_day01_well.png,2518,2518,13,132.0,9016,696,379,well2518_day13_well.png,0.2980262148669331
1187,720,1,138.0,7140,1260,1199,well0720_day01_well.png,0720,720,13,145.0,7740,776,323,well0720_day13_well.png,0.253990679161001
1188,3971,1,77.0,9400,1080,883,well3971_day01_well.png,3971,3971,13,120.0,9568,1196,1046,well3971_day13_well.png,0.8225208990786597
1189,3923,1,120.0,8184,40,0,well3923_day01_well.png,3923,3923,13,130.0,8556,82,0,well3923_day13_well.png,0.0
1190,4170,1,117.0,7832,454,396,well4170_day01_well.png,4170,4170,13,127.0,8008,1224,959,well4170_day13_well.png,0.7541085489640866
1191,1122,1,136.0,6885,718,636,well1122_day01_well.png,1122,1122,13,132.0,8930,1783,1661,well1122_day13_well.png,1.3061254429920206
1192,4106,1,118.0,9108,225,0,well4106_day01_well.png,4106,4106,13,129.0,8370,406,160,well4106_day13_well.png,0.12581581630266303
1193,2189,1,122.0,9680,17,0,well2189_day01_well.png,2189,2189,13,130.0,9486,266,108,well2189_day13_well.png,0.08492567600429755
1194,4379,1,117.0,9108,793,837,well4379_day01_well.png,4379,4379,13,127.0,8366,2519,2440,well4379_day13_well.png,1.9186911986156114
1195,804,1,138.0,7387,1294,1231,well0804_day01_well.png,0804,804,13,143.0,7917,2574,1974,well0804_day13_well.png,1.5522526336341054
1196,1904,1,135.0,7052,24,0,well1904_day01_well.png,1904,1904,13,132.0,6557,302,163,well1904_day13_well.png,0.12817486285833798
1197,640,1,138.0,7224,832,793,well0640_day01_well.png,0640,640,13,144.0,13189,3921,3559,well0640_day13_well.png,2.798615563882361
1198,387,1,143.0,8466,318,0,well0387_day01_well.png,0387,387,13,144.0,7826,317,133,well0387_day13_well.png,0.10458439730158865
1199,2546,1,119.0,8910,9,0,well2546_day01_well.png,2546,2546,13,132.0,8455,1107,857,well2546_day13_well.png,0.6739009660711389
1200,4516,1,116.0,8099,14,0,well4516_day01_well.png,4516,4516,13,126.0,9737,1293,1304,well4516_day13_well.png,1.0253989028667039
1201,1140,1,136.0,8084,240,0,well1140_day01_well.png,1140,1140,13,133.0,6723,100,0,well1140_day13_well.png,0.0
1202,3105,1,117.0,7830,353,332,well3105_day01_well.png,3105,3105,13,128.0,9801,1635,1473,well3105_day13_well.png,1.1582918588363915
1203,3200,1,116.0,7830,323,87,well3200_day01_well.png,3200,3200,13,129.0,8460,323,0,well3200_day13_well.png,0.0
1204,3639,1,111.0,7569,10,0,well3639_day01_well.png,3639,3639,13,123.0,8463,482,127,well3639_day13_well.png,0.09986630419023879
1205,1359,1,118.0,8099,126,0,well1359_day01_well.png,1359,1359,13,131.0,8740,170,0,well1359_day13_well.png,0.0
1206,369,1,145.0,7482,104,0,well0369_day01_well.png,0369,369,13,144.0,13250,2592,1732,well0369_day13_well.png,1.3619562114763275
1207,3019,1,117.0,8184,190,0,well3019_day01_well.png,3019,3019,13,127.0,8640,341,0,well3019_day13_well.png,0.0
1208,906,1,136.0,7216,25,0,well0906_day01_well.png,0906,906,13,137.0,8700,801,739,well0906_day13_well.png,0.581111801547925
1209,4537,1,117.0,8099,32,0,well4537_day01_well.png,4537,4537,13,124.0,8460,281,113,well4537_day13_well.png,0.08885742026375577
1210,1254,1,120.0,7826,369,337,well1254_day01_well.png,1254,1254,13,133.0,10212,245,142,well1254_day13_well.png,0.11166153696861345
1211,2287,1,121.0,8188,15,0,well2287_day01_well.png,2287,2287,13,128.0,8184,37,0,well2287_day13_well.png,0.0
1212,4303,1,117.0,8190,436,370,well4303_day01_well.png,4303,4303,13,128.0,8265,89,0,well4303_day13_well.png,0.0
1213,4518,1,117.0,8460,4,0,well4518_day01_well.png,4518,4518,13,127.0,8281,5,0,well4518_day13_well.png,0.0
1214,844,1,138.0,7480,1715,1538,well0844_day01_well.png,0844,844,13,138.0,7308,840,353,well0844_day13_well.png,0.27758114471775036
1215,1426,1,131.0,10028,1701,1338,well1426_day01_well.png,1426,1426,13,136.0,7056,35,0,well1426_day13_well.png,0.0
1216,2675,1,121.0,9360,45,0,well2675_day01_well.png,2675,2675,13,130.0,8649,40,0,well2675_day13_well.png,0.0
1217,763,1,140.0,8352,331,47,well0763_day01_well.png,0763,763,13,145.0,7832,1905,1629,well0763_day13_well.png,1.2809622797314881
1218,24,1,147.0,7832,13,0,well0024_day01_well.png,0024,24,13,143.0,7921,328,131,well0024_day13_well.png,0.10301169959780536
1219,3425,1,118.0,8184,38,0,well3425_day01_well.png,3425,3425,13,128.0,8645,70,0,well3425_day13_well.png,0.0
1220,3495,1,117.0,9100,11,0,well3495_day01_well.png,3495,3495,13,127.0,9894,619,454,well3495_day13_well.png,0.35700237875880636
1221,3262,1,118.0,8008,17,0,well3262_day01_well.png,3262,3262,13,128.0,8736,25,0,well3262_day13_well.png,0.0
1222,829,1,139.0,8670,859,752,well0829_day01_well.png,0829,829,13,140.0,7476,1171,1078,well0829_day13_well.png,0.8476840623391922
1223,3514,1,117.0,8372,3,0,well3514_day01_well.png,3514,3514,13,126.0,8550,10,0,well3514_day13_well.png,0.0
1224,4727,1,118.0,8096,9,0,well4727_day01_well.png,4727,4727,13,126.0,7917,162,0,well4727_day13_well.png,0.0
1225,2373,1,116.0,8099,8,0,well2373_day01_well.png,2373,2373,13,128.0,9025,142,0,well2373_day13_well.png,0.0
1226,4120,1,116.0,9306,51,0,well4120_day01_well.png,4120,4120,13,128.0,8272,60,0,well4120_day13_well.png,0.0
1227,379,1,139.0,7656,145,0,well0379_day01_well.png,0379,379,13,133.0,7224,493,223,well0379_day13_well.png,0.17535579397183662
1228,1273,1,121.0,7917,30,0,well1273_day01_well.png,1273,1273,13,130.0,8188,98,0,well1273_day13_well.png,0.0
1229,1205,1,131.0,9312,1145,964,well1205_day01_well.png,1205,1205,13,135.0,6723,36,0,well1205_day13_well.png,0.0
1230,987,1,136.0,7134,475,67,well0987_day01_well.png,0987,987,13,135.0,6970,111,0,well0987_day13_well.png,0.0
1231,2465,1,119.0,9450,16,0,well2465_day01_well.png,2465,2465,13,132.0,6560,50,0,well2465_day13_well.png,0.0
1232,618,1,140.0,10494,108,0,well0618_day01_well.png,0618,618,13,136.0,7480,330,227,well0618_day13_well.png,0.17850118937940318
1233,3055,1,118.0,8280,11,0,well3055_day01_well.png,3055,3055,13,128.0,8648,892,643,well3055_day13_well.png,0.5056223117663271
1234,275,1,144.0,7480,216,86,well0275_day01_well.png,0275,275,13,135.0,6880,50,0,well0275_day13_well.png,0.0
1235,3601,1,120.0,8463,186,137,well3601_day01_well.png,3601,3601,13,131.0,8352,577,424,well3601_day13_well.png,0.33341191320205704
1236,523,1,141.0,7224,44,0,well0523_day01_well.png,0523,523,13,149.0,7830,49,0,well0523_day13_well.png,0.0
1237,302,1,146.0,7565,37,0,well0302_day01_well.png,0302,302,13,153.0,8008,255,0,well0302_day13_well.png,0.0
1238,1777,1,121.0,9328,92,0,well1777_day01_well.png,1777,1777,13,132.0,6478,136,0,well1777_day13_well.png,0.0
1239,4621,1,116.0,8277,5,0,well4621_day01_well.png,4621,4621,13,126.0,8448,36,0,well4621_day13_well.png,0.0
1240,4196,1,115.0,7826,558,379,well4196_day01_well.png,4196,4196,13,128.0,8188,432,267,well4196_day13_well.png,0.20995514345506894
1241,3344,1,117.0,8464,570,541,well3344_day01_well.png,3344,3344,13,127.0,8740,2696,1953,well3344_day13_well.png,1.5357393077443808
1242,2457,1,122.0,8004,20,0,well2457_day01_well.png,2457,2457,13,132.0,6314,349,234,well2457_day13_well.png,0.1840056313426447
1243,1995,1,121.0,8099,52,0,well1995_day01_well.png,1995,1995,13,134.0,6720,121,0,well1995_day13_well.png,0.0
1244,2523,1,120.0,8091,29,0,well2523_day01_well.png,2523,2523,13,134.0,8835,42,0,well2523_day13_well.png,0.0
1245,296,1,144.0,7743,39,0,well0296_day01_well.png,0296,296,13,135.0,8232,676,115,well0296_day13_well.png,0.09043011796753907
1246,4174,1,117.0,7912,28,0,well4174_day01_well.png,4174,4174,13,128.0,8463,156,0,well4174_day13_well.png,0.0
1247,3069,1,118.0,8280,895,609,well3069_day01_well.png,3069,3069,13,128.0,8633,1192,467,well3069_day13_well.png,0.3672249138333977
1248,565,1,142.0,7308,1716,1660,well0565_day01_well.png,0565,565,13,149.0,7832,3416,3028,well0565_day13_well.png,2.381064323527898
1249,194,1,147.0,7920,294,214,well0194_day01_well.png,0194,194,13,137.0,7140,762,629,well0194_day13_well.png,0.4946134278398441
1250,1020,1,136.0,7224,1470,1389,well1020_day01_well.png,1020,1020,13,136.0,7052,200,119,well1020_day13_well.png,0.09357551337510564
1251,4349,1,116.0,7912,896,576,well4349_day01_well.png,4349,4349,13,127.0,8277,1081,812,well4349_day13_well.png,0.638515267736015
1252,420,1,143.0,7304,119,51,well0420_day01_well.png,0420,420,13,152.0,7990,907,680,well0420_day13_well.png,0.5347172192863179
1253,475,1,144.0,7740,29,0,well0475_day01_well.png,0475,475,13,140.0,7470,78,0,well0475_day13_well.png,0.0
1254,681,1,139.0,6966,101,0,well0681_day01_well.png,0681,681,13,147.0,7830,84,0,well0681_day13_well.png,0.0
1255,3093,1,116.0,8536,7,0,well3093_day01_well.png,3093,3093,13,127.0,9603,438,179,well3093_day13_well.png,0.14075644448860428
1256,2212,1,119.0,8280,135,0,well2212_day01_well.png,2212,2212,13,129.0,8460,135,0,well2212_day13_well.png,0.0
1257,4547,1,117.0,7740,5,0,well4547_day01_well.png,4547,4547,13,126.0,8352,46,0,well4547_day13_well.png,0.0
1258,736,1,141.0,7740,54,0,well0736_day01_well.png,0736,736,13,141.0,7740,43,0,well0736_day13_well.png,0.0
1259,2023,1,132.0,8448,283,225,well2023_day01_well.png,2023,2023,13,132.0,8633,3775,3559,well2023_day13_well.png,2.798615563882361
1260,3612,1,116.0,7569,17,0,well3612_day01_well.png,3612,3612,13,126.0,8556,1304,851,well3612_day13_well.png,0.6691828729597891
1261,562,1,141.0,7224,110,0,well0562_day01_well.png,0562,562,13,152.0,8277,887,284,well0562_day13_well.png,0.2233230739372269
1262,4479,1,117.0,9135,848,761,well4479_day01_well.png,4479,4479,13,127.0,8640,2825,2796,well4479_day13_well.png,2.198631389889037
1263,1934,1,123.0,8370,146,83,well1934_day01_well.png,1934,1934,13,132.0,7728,740,556,well1934_day13_well.png,0.4372099616517541
1264,1066,1,133.0,8736,309,81,well1066_day01_well.png,1066,1066,13,131.0,12876,2308,1610,well1066_day13_well.png,1.266021651545547
1265,1936,1,116.0,7917,409,319,well1936_day01_well.png,1936,1936,13,130.0,8360,56,0,well1936_day13_well.png,0.0
1266,3816,1,121.0,9200,333,0,well3816_day01_well.png,3816,3816,13,129.0,8372,1846,1733,well3816_day13_well.png,1.362742560328219
1267,178,1,143.0,7656,67,0,well0178_day01_well.png,0178,178,13,135.0,7056,149,0,well0178_day13_well.png,0.0
1268,2004,1,133.0,6720,23,0,well2004_day01_well.png,2004,2004,13,131.0,6640,216,117,well2004_day13_well.png,0.09200281567132235
1269,1723,1,135.0,6970,54,0,well1723_day01_well.png,1723,1723,13,135.0,6888,70,0,well1723_day13_well.png,0.0
1270,4529,1,116.0,9216,12,0,well4529_day01_well.png,4529,4529,13,125.0,8832,1092,725,well4529_day13_well.png,0.5701029176214419
1271,2724,1,120.0,8004,15,0,well2724_day01_well.png,2724,2724,13,129.0,8265,34,0,well2724_day13_well.png,0.0
1272,1080,1,137.0,6804,392,254,well1080_day01_well.png,1080,1080,13,135.0,6642,226,98,well1080_day13_well.png,0.07706218748538111
1273,1033,1,131.0,7140,23,0,well1033_day01_well.png,1033,1033,13,130.0,9702,104,0,well1033_day13_well.png,0.0
1274,1191,1,127.0,8280,34,0,well1191_day01_well.png,1191,1191,13,127.0,8832,102,0,well1191_day13_well.png,0.0
1275,1203,1,133.0,6561,163,129,well1203_day01_well.png,1203,1203,13,136.0,6970,273,0,well1203_day13_well.png,0.0
1276,1983,1,132.0,6888,233,195,well1983_day01_well.png,1983,1983,13,132.0,9373,2216,2096,well1983_day13_well.png,1.6481871935648857
1277,1624,1,138.0,7304,79,0,well1624_day01_well.png,1624,1624,13,136.0,7140,709,309,well1624_day13_well.png,0.242981795234518
1278,3277,1,118.0,8091,413,394,well3277_day01_well.png,3277,3277,13,128.0,8281,226,107,well3277_day13_well.png,0.08413932715240591
1279,1897,1,121.0,8190,8,0,well1897_day01_well.png,1897,1897,13,128.0,8640,5,0,well1897_day13_well.png,0.0
1280,3306,1,119.0,7921,22,0,well3306_day01_well.png,3306,3306,13,129.0,8370,39,0,well3306_day13_well.png,0.0
1281,4753,1,116.0,8463,1135,832,well4753_day01_well.png,4753,4753,13,126.0,8360,1502,1354,well4753_day13_well.png,1.064716345461286
1282,2454,1,121.0,7820,73,0,well2454_day01_well.png,2454,2454,13,131.0,8370,533,170,well2454_day13_well.png,0.13367930482157947
1283,3413,1,117.0,8184,156,0,well3413_day01_well.png,3413,3413,13,127.0,8742,152,0,well3413_day13_well.png,0.0
1284,2945,1,118.0,8277,12,0,well2945_day01_well.png,2945,2945,13,132.0,9016,1326,967,well2945_day13_well.png,0.7603993397792198
1285,329,1,148.0,7912,63,0,well0329_day01_well.png,0329,329,13,146.0,7826,58,0,well0329_day13_well.png,0.0
1286,112,1,146.0,7832,14,0,well0112_day01_well.png,0112,112,13,136.0,7134,650,409,well0112_day13_well.png,0.3216166804236824
1287,4423,1,116.0,7998,1,0,well4423_day01_well.png,4423,4423,13,126.0,8836,192,69,well4423_day13_well.png,0.054258070780523436
1288,3975,1,83.0,11554,271,124,well3975_day01_well.png,3975,3975,13,101.0,9999,227,34,well3975_day13_well.png,0.026735860964315895
1289,1442,1,137.0,7055,1089,939,well1442_day01_well.png,1442,1442,13,135.0,6723,206,0,well1442_day13_well.png,0.0
1290,3030,1,118.0,8190,5,0,well3030_day01_well.png,3030,3030,13,128.0,8188,35,0,well3030_day13_well.png,0.0
1291,3031,1,119.0,8188,14,0,well3031_day01_well.png,3031,3031,13,128.0,8184,12,0,well3031_day13_well.png,0.0
1292,2268,1,121.0,8372,45,0,well2268_day01_well.png,2268,2268,13,129.0,8645,136,0,well2268_day13_well.png,0.0
1293,3961,1,119.0,8280,8,0,well3961_day01_well.png,3961,3961,13,130.0,9504,1004,495,well3961_day13_well.png,0.3892426816863638
1294,3041,1,117.0,7740,9,0,well3041_day01_well.png,3041,3041,13,132.0,8084,12,0,well3041_day13_well.png,0.0
1295,3955,1,101.0,8099,95,0,well3955_day01_well.png,3955,3955,13,100.0,12768,1516,1298,well3955_day13_well.png,1.020680809755354
1296,2624,1,120.0,8008,1043,1004,well2624_day01_well.png,2624,2624,13,131.0,8190,1046,877,well2624_day13_well.png,0.6896279431089718
1297,1005,1,134.0,6885,1266,1088,well1005_day01_well.png,1005,1005,13,134.0,6806,176,0,well1005_day13_well.png,0.0
1298,1068,1,134.0,6806,12,0,well1068_day01_well.png,1068,1068,13,133.0,6972,204,154,well1068_day13_well.png,0.12109772319131318
1299,2198,1,117.0,8280,17,0,well2198_day01_well.png,2198,2198,13,128.0,8372,32,0,well2198_day13_well.png,0.0
1300,355,1,143.0,8874,109,0,well0355_day01_well.png,0355,355,13,138.0,7304,35,0,well0355_day13_well.png,0.0
1301,3410,1,117.0,8370,6,0,well3410_day01_well.png,3410,3410,13,127.0,8463,305,159,well3410_day13_well.png,0.1250294674507714
1302,738,1,139.0,7656,385,326,well0738_day01_well.png,0738,738,13,139.0,8554,289,194,well0738_day13_well.png,0.15255167726697894
1303,415,1,144.0,7654,147,0,well0415_day01_well.png,0415,415,13,138.0,8265,756,299,well0415_day13_well.png,0.23511830671560155
1304,3058,1,118.0,9016,444,128,well3058_day01_well.png,3058,3058,13,127.0,8280,983,730,well3058_day13_well.png,0.5740346618809001
1305,1572,1,126.0,8976,543,473,well1572_day01_well.png,1572,1572,13,131.0,8360,561,419,well1572_day13_well.png,0.32948016894259885
1306,1168,1,128.0,13566,2647,2503,well1168_day01_well.png,1168,1168,13,130.0,8277,34,0,well1168_day13_well.png,0.0
1307,1252,1,121.0,8008,90,0,well1252_day01_well.png,1252,1252,13,132.0,11200,1529,878,well1252_day13_well.png,0.6904142919608635
1308,2625,1,120.0,8004,84,53,well2625_day01_well.png,2625,2625,13,131.0,8648,261,157,well2625_day13_well.png,0.1234567697469881
1309,4788,1,116.0,9312,182,0,well4788_day01_well.png,4788,4788,13,125.0,8722,660,72,well4788_day13_well.png,0.05661711733619837
1310,151,1,148.0,8439,204,174,well0151_day01_well.png,0151,151,13,138.0,7224,226,117,well0151_day13_well.png,0.09200281567132235
1311,1913,1,124.0,8556,243,195,well1913_day01_well.png,1913,1913,13,135.0,7826,1729,1180,well1913_day13_well.png,0.92789164523214
1312,3535,1,116.0,8190,12,0,well3535_day01_well.png,3535,3535,13,125.0,8924,58,0,well3535_day13_well.png,0.0
1313,2003,1,132.0,7138,189,131,well2003_day01_well.png,2003,2003,13,131.0,7462,282,0,well2003_day13_well.png,0.0
1314,1083,1,136.0,6885,99,0,well1083_day01_well.png,1083,1083,13,134.0,7140,215,0,well1083_day13_well.png,0.0
1315,4760,1,117.0,9306,505,103,well4760_day01_well.png,4760,4760,13,127.0,8184,701,198,well4760_day13_well.png,0.15569707267454552
1316,1323,1,137.0,6970,13,0,well1323_day01_well.png,1323,1323,13,136.0,7140,28,0,well1323_day13_well.png,0.0
1317,2681,1,118.0,8640,23,0,well2681_day01_well.png,2681,2681,13,130.0,8740,438,152,well2681_day13_well.png,0.11952502548752988
1318,3512,1,117.0,8188,0,0,well3512_day01_well.png,3512,3512,13,127.0,8640,35,0,well3512_day13_well.png,0.0
1319,2449,1,119.0,7905,39,0,well2449_day01_well.png,2449,2449,13,131.0,8910,44,0,well2449_day13_well.png,0.0
1320,518,1,141.0,7654,73,0,well0518_day01_well.png,0518,518,13,135.0,7221,85,0,well0518_day13_well.png,0.0
1321,4141,1,117.0,8360,1068,1005,well4141_day01_well.png,4141,4141,13,126.0,8556,614,441,well4141_day13_well.png,0.346779843684215
1322,3556,1,118.0,8280,9,0,well3556_day01_well.png,3556,3556,13,128.0,8272,317,214,well3556_day13_well.png,0.16827865430481181
1323,1466,1,133.0,9720,393,299,well1466_day01_well.png,1466,1466,13,138.0,7138,108,61,well1466_day13_well.png,0.04796727996539028
1324,758,1,137.0,8514,59,0,well0758_day01_well.png,0758,758,13,139.0,8372,45,0,well0758_day13_well.png,0.0
1325,2713,1,119.0,8188,27,0,well2713_day01_well.png,2713,2713,13,129.0,8835,41,0,well2713_day13_well.png,0.0
1326,3474,1,117.0,8648,1993,1943,well3474_day01_well.png,3474,3474,13,127.0,9700,767,657,well3474_day13_well.png,0.5166311956928101
1327,607,1,141.0,7392,45,0,well0607_day01_well.png,0607,607,13,149.0,9240,1121,776,well0607_day13_well.png,0.6102067090679157
1328,2139,1,118.0,8370,44,0,well2139_day01_well.png,2139,2139,13,130.0,9600,549,94,well2139_day13_well.png,0.07391679207781454
1329,2529,1,120.0,8004,242,148,well2529_day01_well.png,2529,2529,13,132.0,9405,424,354,well2529_day13_well.png,0.27836749356964197
1330,3373,1,117.0,8008,17,0,well3373_day01_well.png,3373,3373,13,126.0,8835,295,98,well3373_day13_well.png,0.07706218748538111
1331,1330,1,127.0,8464,135,0,well1330_day01_well.png,1330,1330,13,132.0,9292,184,0,well1330_day13_well.png,0.0
1332,3171,1,117.0,8008,12,0,well3171_day01_well.png,3171,3171,13,128.0,8281,23,0,well3171_day13_well.png,0.0
1333,200,1,146.0,7917,54,0,well0200_day01_well.png,0200,200,13,154.0,9167,1918,1762,well0200_day13_well.png,1.3855466770330767
1334,540,1,141.0,7055,81,0,well0540_day01_well.png,0540,540,13,152.0,8004,141,0,well0540_day13_well.png,0.0
1335,480,1,143.0,7480,106,0,well0480_day01_well.png,0480,480,13,152.0,8091,82,0,well0480_day13_well.png,0.0
1336,944,1,138.0,7728,549,214,well0944_day01_well.png,0944,944,13,136.0,7221,118,34,well0944_day13_well.png,0.026735860964315895
1337,3084,1,119.0,8372,12,0,well3084_day01_well.png,3084,3084,13,130.0,8736,956,608,well3084_day13_well.png,0.47810010195011954
1338,813,1,138.0,7565,621,365,well0813_day01_well.png,0813,813,13,139.0,7395,728,483,well0813_day13_well.png,0.3798064954636641
1339,4289,1,116.0,7728,15,0,well4289_day01_well.png,4289,4289,13,127.0,8460,176,0,well4289_day13_well.png,0.0
1340,502,1,141.0,7905,176,0,well0502_day01_well.png,0502,502,13,149.0,9360,881,749,well0502_day13_well.png,0.5889752900668414
1341,2263,1,124.0,4884,1483,1419,well2263_day01_well.png,2263,2263,13,126.0,5544,2758,2618,well2263_day13_well.png,2.058661294252324
1342,3267,1,119.0,8099,10,0,well3267_day01_well.png,3267,3267,13,128.0,8455,32,0,well3267_day13_well.png,0.0
1343,4194,1,117.0,7740,150,0,well4194_day01_well.png,4194,4194,13,129.0,8280,371,0,well4194_day13_well.png,0.0
1344,218,1,140.0,8568,902,814,well0218_day01_well.png,0218,218,13,132.0,8645,1269,886,well0218_day13_well.png,0.6967050827759966
1345,3549,1,118.0,8460,5,0,well3549_day01_well.png,3549,3549,13,127.0,8722,50,0,well3549_day13_well.png,0.0
1346,4213,1,117.0,8455,202,0,well4213_day01_well.png,4213,4213,13,128.0,8190,1213,1169,well4213_day13_well.png,0.9192418078613318
1347,2497,1,121.0,8099,482,293,well2497_day01_well.png,2497,2497,13,131.0,8455,438,176,well2497_day13_well.png,0.13839739793292935
1348,430,1,147.0,7654,26,0,well0430_day01_well.png,0430,430,13,144.0,7735,212,93,well0430_day13_well.png,0.0731304432259229
1349,7,1,145.0,7568,106,0,well0007_day01_well.png,0007,7,13,140.0,7224,1197,1025,well0007_day13_well.png,0.8060075731889351
1350,193,1,148.0,7740,31,0,well0193_day01_well.png,0193,193,13,137.0,7221,690,530,well0193_day13_well.png,0.41676489150257134
1351,161,1,146.0,7650,93,0,well0161_day01_well.png,0161,161,13,154.0,8272,372,178,well0161_day13_well.png,0.13997009563671264
1352,3598,1,117.0,8099,20,0,well3598_day01_well.png,3598,3598,13,127.0,8277,129,0,well3598_day13_well.png,0.0
1353,2082,1,131.0,8633,421,372,well2082_day01_well.png,2082,2082,13,130.0,9021,1449,937,well2082_day13_well.png,0.7368088742224704
1354,1268,1,126.0,8277,50,0,well1268_day01_well.png,1268,1268,13,131.0,8554,114,0,well1268_day13_well.png,0.0
